q0001  00:00.0-00:30.0  Девушки отдыхают
q0421  24:00.3-24:01.8  Раньше оно хотя бы работало.
q0422  24:02.1-24:02.8  Простите меня.
q0423  24:03.5-24:05.2  Гевин победил, мы проиграли.
q0424  24:05.2-24:09.6  Слава богу, не публично и не самым унизительным образом.
q0425  24:11.2-24:12.3  Спасибо, Гилфэл.
q0426  24:12.5-24:12.8  Да.
q0427  24:14.8-24:18.2  Секундочку.
q0428  24:18.7-24:19.9  Что происходит?
q0429  24:20.2-24:21.3  Нет, но ошибки, смотрите.
q0430  24:26.9-24:28.0  5,2?
q0431  24:28.4-24:30.1  Как? Как? Чего?
q0432  24:30.2-24:32.1  Он что, весь файл сжал?
q0433  24:32.8-24:34.2  Это весь файл.
q0434  24:34.4-24:36.3  Вдвое меньше расчётного.
q0435  24:37.3-24:40.8  Дамы и господа, мы обязательно всё перепроверим,
q0436  24:41.1-24:43.5  но с подтверждённым результатом в 5,2
q0437  24:43.5-24:48.1  Пегий Дудочник удвоил лучший показатель рейтинга Вайсмана.
q0438  24:48.3-24:48.9  Удвоил.
q0439  24:49.1-24:50.8  Пегий Дудочник, дамы и господа!
q0440  24:51.4-24:52.2  Поаплодируем!
q0441  24:54.4-24:55.5  Ёбушки-воробушки.
q0442  24:56.3-24:56.7  Алло.
q0443  24:57.2-24:58.2  Я на техкранч.
q0444  24:58.6-25:01.8  Пацан Хендрикс и Пегий Дудочник пробежали милю за две минуты.
q0445  25:02.0-25:02.8  Нельзя упускать.
q0446  25:03.0-25:03.5  Сейчас же.
q0447  25:03.5-25:04.8  Отсоси, Говен Долсон.
q0448  25:08.3-25:10.2  Хендрикс, ты прелестный ублюдок.
q0449  25:10.2-25:11.3  Я же говорил, мы справимся.
q0450  25:11.5-25:11.8  Давай.
q0451  25:11.8-25:13.7  Мы не станем нищими.
q0452  25:14.8-25:17.6  Что случилось? Что случилось? Что случилось?
q0453  25:18.0-25:19.2  Мы выиграли кубок.
q0454  25:22.0-25:29.4  Я думаю, все согласны, что кубок Дизрапт в этом году и 50 тысяч долларов они им понадобятся.
q0455  25:29.7-25:31.8  Получает Пегги Дудочник!
q0456  25:34.3-25:36.4  Значит, Ричард написал код.
q0457  25:36.6-25:39.8  Ричард написал код, да. Но кто его вдохновил?
q0458  25:40.8-25:41.8  Позвольте спросить.
q0459  25:41.8-25:45.5  Знаете, сколько времени нужно, чтобы подрочить всем в этом зале?
q0460  25:46.6-25:48.2  А вот я знаю.
q0461  25:48.8-25:50.0  И могу это доказать.
q0462  25:50.2-25:50.8  Отлично.
q0463  25:51.0-25:51.7  Большое спасибо.
q0464  25:51.9-25:54.5  Я не всё до конца понял, но определённо хочу вложиться.
q0465  25:54.8-25:55.5  Здорово.
q0466  25:55.6-25:58.2  Очень впечатлён. Хочу представить вас своим партнёром.
q0467  25:58.5-25:60.0  Ох ты, я весьма польщён.
q0468  26:00.2-26:01.6  Надеюсь, вскоре пообщаемся.
q0469  26:01.8-26:02.2  Спасибо.
q0470  26:02.7-26:03.1  Привет.
q0471  26:04.0-26:04.6  Моника.
q0472  26:05.3-26:07.7  Поздравляю, ты был просто великолепен.
q0473  26:07.8-26:08.5  Спасибо.
q0474  26:08.5-26:13.8  Говорила с Питером, он смотрел трансляцию по спутнику и сказал, что он не расстроен.
q0475  26:14.1-26:15.5  Ох ты, здорово.
q0476  26:16.6-26:19.2  Значит, мы снова работаем вместе?
q0477  26:20.3-26:20.7  Да.
q0478  26:21.4-26:22.5  Да, видимо.
q0479  26:25.8-26:27.9  Это будет безумие, Ричард.
q0480  26:28.0-26:28.6  Да уж.
q0481  26:28.6-26:31.7  Тебе предложат больше денег, чем ты сможешь придумать, куда деть.
q0482  26:31.8-26:32.1  Да.
q0483  26:32.4-26:36.5  Придется увеличивать бизнес, нанимать персонал, снимать офис, собрать секретаршу.
q0484  26:36.5-26:39.5  Питер будет вести себя с тобой гораздо жёстче.
q0485  26:40.0-26:42.9  Люди будут пытаться украсть твою идею и судиться.
q0486  26:43.2-26:44.1  Разве не прекрасно?
q0487  26:44.8-26:46.3  Да, прекрасно.
q0488  26:46.4-26:48.4  Если ты думал, что сложно добраться до сюда,
q0489  26:48.6-26:50.5  ты не представляешь, что тебя ждёт дальше.
q0490  26:50.5-26:50.9  Точно.
q0491  26:51.1-26:53.5  Ещё чуть-чуть, и у тебя уже тысячи работников,
q0492  26:53.5-26:55.1  и все смотрят тебе в рот.
q0493  26:55.4-26:58.1  И Гэвин Белсон, он так просто не сдаётся.
q0494  26:58.9-27:00.1  Но будет здорово.
q0495  27:01.4-27:02.4  Подожди секундочку.
q0496  27:06.5-27:14.8  Ах, елки.
q0497  27:36.5-28:06.4  Продолжение следует...
q0498  28:06.5-28:36.4  Продолжение следует...
