q0001  00:00.0-00:30.0  Девушки отдыхают
q0443  22:48.3-22:49.5  Вы половины не знаете.
q0444  22:50.3-22:51.3  Да и Конгресс тоже.
q0445  22:53.1-22:54.3  Вы как, в порядке?
q0446  22:54.3-22:56.9  Я не хочу тратить ваше время.
q0447  22:57.3-22:59.3  Я думаю взять деньги у Говина Белсона.
q0448  22:60.0-23:03.8  Тогда, если я решу отстрелить себе глаза, моя семья не будет бедствовать.
q0449  23:05.0-23:05.7  Господи.
q0450  23:06.5-23:07.0  Простите.
q0451  23:07.8-23:10.3  Это всё мерзкий доктор.
q0452  23:10.8-23:17.8  Ричард, за неказистым интерфейсом скрывается алгоритм сжатия, который снесёт башни нашим программистам.
q0453  23:18.5-23:20.3  И что с ним, по-вашему, сделает Хули?
q0454  23:20.9-23:22.8  Не знаю. Это их дело.
q0455  23:22.8-23:24.2  Это ваш ребёнок.
q0456  23:24.3-23:28.3  Вы хоть понимаете, какой толчок в развитии даст миру такая компрессия?
q0457  23:28.8-23:31.0  Передача файлов на мобильник мгновенно.
q0458  23:31.8-23:33.8  Карты для машин с автопилотами.
q0459  23:34.6-23:35.6  Мобильный рентген.
q0460  23:35.7-23:38.6  И все передается без потери качества.
q0461  23:39.3-23:40.8  Это поворотный момент.
q0462  23:42.5-23:44.6  Неужели вы не хотите в этот момент сидеть у руля?
q0463  23:45.2-23:48.4  Лучше отдадите все в руки хули и свалите.
q0464  23:50.1-23:53.6  Что ж, вы мне явно не помогли.
q0465  23:53.6-23:55.1  Я и не пытаюсь.
q0466  23:55.4-23:57.0  Теперь мне стало ещё хуже.
q0467  23:57.3-23:59.9  Ладони покалывают во рту в привкус металла.
q0468  24:00.1-24:02.0  Туда я не вернусь, так что пойду-ка я домой.
q0469  24:02.0-24:03.6  Давайте я вас подвезу.
q0470  24:05.3-24:06.7  Ладно, спасибо.
q0471  24:09.4-24:11.8  Чувак, где ты был? Почему трубку не брал?
q0472  24:12.2-24:14.1  Всё вышло далеко за рамки Энджелест.
q0473  24:14.3-24:17.5  Андрессен, Элливейшен и куча других фондов готовы вложить деньги.
q0474  24:17.7-24:20.6  Они названивают Эльриху, он слетел с катушек.
q0475  24:20.6-24:21.3  Да.
q0476  24:21.3-24:27.7  А что если нам взять 200 тысяч Питера Грегори и открыть свою компанию?
q0477  24:28.1-24:29.5  Прости, ты сказал нам?
q0478  24:29.9-24:31.1  Это ты сейчас про кого?
q0479  24:31.6-24:34.3  Ну, ты, я, Динеш, Башка, мы.
q0480  24:34.8-24:39.5  Пегги и Дудочник работают со звуком, но я думаю, как сжимать изображение, видео.
q0481  24:40.0-24:42.8  Может, Питер Грегори прав, может, это нечто грандиозное.
q0482  24:42.8-24:47.3  Пацаны, тысячи лет, такие, как мы, были мальчиками для битья.
q0483  24:47.3-24:53.3  Но сейчас мы вошли в такую эпоху, где мы можем управлять и даже строить империи.
q0484  24:53.8-24:56.0  Мы можем стать викингами сегодняшнего дня.
q0485  24:57.8-24:58.4  Викингами?
q0486  24:58.7-25:00.1  Ты как себя чувствуешь?
q0487  25:00.5-25:02.1  Видок у тебя хуёвенький.
q0488  25:03.0-25:05.5  Кто, блядь, опять сожрал мою кинуа?
q0489  25:06.0-25:09.5  Ты правда хочешь сказать Эльриху, что ему не видать своего миллиона?
q0490  25:09.8-25:11.6  Да, не хотел бы я этого видеть.
q0491  25:11.9-25:13.4  А я бы на это посмотрел.
q0492  25:13.5-25:15.2  Нет, подождите, пожалуйста.
q0493  25:17.3-25:18.9  Привет.
q0494  25:21.9-25:28.8  Я тут подумал по поводу Питера Грегори и Гэвина Белсона,
q0495  25:30.5-25:34.2  и я решил согласиться с Питером Грегори.
q0496  25:35.1-25:36.9  Да, это значит...
q0497  25:36.9-25:41.6  Ричард, знаю, ты думаешь, что я всё за всех уже решил.
q0498  25:42.9-25:45.0  По большей части так и есть.
q0499  25:45.2-25:45.3  Да.
q0500  25:46.3-25:53.4  Когда я продал авиата, я получил дом, деньги, модные шмотки, вселенский респект от тёлочек.
q0501  25:54.3-25:57.3  Но в моём сердце всегда оставалась трещина.
q0502  25:57.6-26:04.0  Не в буквальном смысле, типа врождённого порока у детей, а в переносном.
q0503  26:04.7-26:08.1  Меня гложет, что если? Что если бы я не продал?
q0504  26:09.4-26:10.1  Неизвестно.
q0505  26:11.1-26:13.4  И вот что я тебе скажу.
q0506  26:13.4-26:19.4  Ты как я, Ричард. Ты хочешь сам что-то начать и сам закончить.
q0507  26:20.9-26:23.5  Я просто уточню.
q0508  26:23.8-26:27.7  То есть ты спокойно согласишься с тем, что не получишь своего миллиона?
q0509  26:27.9-26:30.8  Нет, Ричард, неспокойно. Я счастлив этому.
q0510  26:31.9-26:34.8  Посмотрим, как высоко взлетит наша ракета, партнёр.
q0511  26:37.8-26:41.0  Хорошо, класс. Просто класс.
q0512  26:41.0-26:44.3  Но не партнеры только.
q0513  26:45.2-26:47.4  Но все остальное класс.
q0514  26:48.9-26:50.0  Называй как хочешь.
q0515  26:53.1-26:54.0  Синим вверх!
q0516  26:54.0-26:54.8  Синим вверх!
q0517  26:55.0-26:55.7  Синим вверх!
q0518  26:55.8-26:56.5  Синим вверх!
q0519  26:56.7-26:57.3  Синим вверх!
q0520  26:57.5-26:58.2  Синим вверх!
q0521  26:58.4-26:59.2  Синим вверх!
q0522  26:59.3-26:59.8  Синим...
q0523  26:59.8-27:01.8  А, желтый.
q0524  27:02.3-27:03.0  Сколько вышло?
q0525  27:03.0-27:03.4  17?
q0526  27:03.7-27:04.3  Неплохо.
q0527  27:04.3-27:08.3  Эй, пацаны, можно отвлечь вас на секундочку?
q0528  27:08.6-27:10.7  Я не дурак, но...
q0529  27:10.7-27:18.8  Я хочу сказать, я хочу, чтобы наша фирма отличалась от Хули, от Гулибиба и прочих.
q0530  27:19.1-27:19.3  Идёт?
q0531  27:19.6-27:26.0  Не станем превращать всё в секту, где совещаются на великах и сдаются в добровольно-принудительном порядке.
q0532  27:26.2-27:28.1  Постоянно обещать изменить мир к лучшему.
q0533  27:28.9-27:32.3  Давайте будем думать иначе.
q0534  27:32.3-27:34.3  Нет, не то, это у Эппл.
q0535  27:34.7-27:36.3  Тогда, эм...
q0536  27:36.3-27:38.3  Давайте Just Do It.
q0537  27:38.4-27:39.0  Это Найк.
q0538  27:39.2-27:40.1  Точно, Найк.
q0539  27:40.7-27:43.0  Блэд, не знаю.
q0540  27:43.4-27:44.8  Пусть все получится.
q0541  27:45.1-27:46.4  Да, согласен.
q0542  27:47.9-27:49.0  За его милость.
q0543  27:49.5-27:50.3  Питера Грегори?
q0544  27:51.1-27:52.0  Темного лорда.
q0545  27:52.3-27:53.9  Ну, конечно, темного лорда.
q0546  27:54.2-27:55.5  Баш-ка!
q0547  27:58.0-27:59.7  Блин, ну вот он упоролся.
q0548  28:03.1-28:05.6  Синим вверх! Синим вверх! Синим вверх!
q0549  28:10.7-28:18.3  Перевел Василий Мерзляков. Роли озвучивали Руслан Габидуллин и Ольга Кравцова.
q0550  29:10.7-29:20.7  Продолжение следует...
