q0001  00:00.0-00:30.0  Девушки отдыхают
q0465  23:29.4-23:30.0  Хороший выбор.
q0466  23:30.0-23:48.1  Мередит, если не придёшь на мою вечеринку, то сильно пожалеешь.
q0467  23:49.3-23:50.0  Это угроза?
q0468  23:51.6-23:52.7  Нет, это приглашение.
q0469  23:53.1-23:53.9  У нас есть водка.
q0470  23:53.9-23:54.6  Количество.
q0471  24:00.0-24:03.4  Я слышал, что у Анжелы будет пирог с двойной начинкой.
q0472  24:04.5-24:06.0  А ещё там будет Анжела.
q0473  24:07.5-24:08.8  Двойная начинка.
q0474  24:09.9-24:10.4  Анжела.
q0475  24:11.7-24:12.8  Двойная начинка.
q0476  24:15.2-24:15.8  Анжела.
q0477  24:22.8-24:23.9  Шоколадный пирог.
q0478  24:24.8-24:25.5  Кексы?
q0479  24:26.0-24:26.6  Не дави.
q0480  24:30.0-24:38.5  Не заходим ли мы слишком далеко?
q0481  24:39.5-24:41.4  Знаете, мы ещё даже недалеко не зашли.
q0482  24:43.4-24:44.0  Что?
q0483  24:45.0-24:46.4  У меня мороз по коже.
q0484  24:48.7-24:50.0  Я не отступлюсь.
q0485  24:50.6-24:52.3  Мы с сестрой были лучшими подругами.
q0486  24:52.9-24:57.1  Мы не разговариваем в 16 лет из-за какого-то спора, который я даже не помню.
q0487  24:57.9-24:59.4  Так что...
q0488  24:59.4-24:59.9  Да.
q0489  25:00.0-25:01.4  Я хороша.
q0490  25:03.9-25:06.6  Чёрт, какая вкусная курица.
q0491  25:07.5-25:08.9  Мои комплименты повару.
q0492  25:09.4-25:10.4  А это ты.
q0493  25:11.7-25:12.0  Да?
q0494  25:14.2-25:15.1  Круто.
q0495  25:15.7-25:16.5  Мне нужно мясо.
q0496  25:17.6-25:18.5  Я хочу стейк.
q0497  25:20.4-25:21.4  У него есть стейк.
q0498  25:22.2-25:23.4  Вижу стейк.
q0499  25:23.7-25:24.5  Простите?
q0500  25:24.8-25:25.4  Простите.
q0501  25:25.8-25:26.3  Ангард?
q0502  25:27.4-25:29.3  Это по-семейному.
q0503  25:29.3-25:31.2  Нет, вовсе нет.
q0504  25:32.1-25:33.2  Синди, Синди!
q0505  25:33.6-25:35.3  Вкусный стейк, обожаю.
q0506  25:36.8-25:41.3  Закрой глаза, пожалуйста, и представь свой дом мечты.
q0507  25:43.8-25:46.2  Давай, сделай это для Майкла.
q0508  25:46.6-25:47.5  У него был длинный день.
q0509  25:48.3-25:49.4  Что он делает?
q0510  25:50.2-25:50.8  Здорово.
q0511  25:51.5-25:54.3  Джим, Джим, Синди, ты такая...
q0512  25:54.9-25:55.2  Что?
q0513  25:56.2-25:57.5  Что происходит?
q0514  25:59.3-26:00.5  Она спит.
q0515  26:03.2-26:03.9  Нарколепсия.
q0516  26:04.4-26:04.8  Наверное.
q0517  26:05.9-26:06.4  Ладно.
q0518  26:06.8-26:09.7  Теперь открой глаза и опиши его мне.
q0519  26:11.1-26:11.9  Ну, не знаю.
q0520  26:12.5-26:13.9  Там четыре спальни и чердак.
q0521  26:14.5-26:15.6  Боже мой, она проснулась.
q0522  26:16.2-26:16.5  Да?
q0523  26:16.8-26:19.4  И пытается описать, как правильно зарезать гуся.
q0524  26:20.2-26:21.4  Но у неё не получается.
q0525  26:21.9-26:22.6  Ладно, Синди.
q0526  26:23.2-26:24.2  Эй, Синди, Синди!
q0527  26:25.5-26:28.9  Сворачиваешь шею, вставляешь нож под клювом и проводишь
q0528  26:28.9-26:31.4  Дышим вокруг, выплеснется много крови.
q0529  26:32.5-26:37.3  Но это все ерунда, только поставь ведро для крови, внутренностей и перьев.
q0530  26:38.6-26:40.2  О нет, это другое.
q0531  26:40.6-26:42.3  Фишка с ЦРУ это розыгрыш, два это.
q0532  26:43.1-26:44.9  А это скорее...
q0533  26:46.4-26:48.7  Ну ладно, это фактически то же самое.
q0534  26:58.9-27:04.4  Что думаешь?
q0535  27:05.5-27:06.7  Фруктовое и вкусное.
q0536  27:06.8-27:08.7  Я же говорила. А ты хочешь, Мередит?
q0537  27:09.2-27:10.7  Нет, спасибо. Слишком сладко.
q0538  27:11.9-27:13.0  Эй, ну что у нас?
q0539  27:13.6-27:15.1  Шнуры электропитания забыли.
q0540  27:15.5-27:16.7  Что? Да ты шутишь.
q0541  27:17.1-27:17.4  Нет.
q0542  27:18.1-27:18.7  Боже.
q0543  27:19.0-27:22.7  Ребята, ребята, простите, у нас проблема с караоке.
q0544  27:24.1-27:25.7  Что? Ну вот.
q0545  27:25.8-27:26.7  Погодите, дамочки.
q0546  27:26.7-27:29.5  Вам не нужна эта штуковина, я принесу синтезатор.
q0547  27:30.3-27:31.0  Дэрил!
q0548  27:31.4-27:31.9  Дэрил!
q0549  27:32.8-27:33.5  Дэрил!
q0550  27:33.7-27:34.4  Дэрил!
q0551  27:40.5-27:41.1  Привет.
q0552  27:41.5-27:41.7  Привет.
q0553  27:42.5-27:48.1  Слушай, когда закончишь с совещанием, приходи в комнату отдыха, у нас вечеринка.
q0554  27:48.6-27:49.0  Хорошо.
q0555  27:49.2-27:49.8  Ладно, давай.
q0556  27:49.8-27:57.8  Эти орехи так сложно разбить
q0557  27:57.8-27:59.5  Старайся получше
q0558  27:59.5-28:07.8  Никто не берет добавку, пока все не попробуют
q0559  28:07.8-28:10.2  Да ты издеваешься
q0560  28:10.2-28:12.0  Это ты издеваешься
q0561  28:19.8-28:20.8  Холодно?
q0562  28:22.6-28:24.1  Это поможет.
q0563  28:27.3-28:28.8  Там холодно?
q0564  28:29.7-28:32.1  Они весь вечер на нас смотрят.
q0565  28:32.1-28:33.6  Я не шучу.
q0566  28:33.9-28:35.0  Знаешь, что нам надо?
q0567  28:35.4-28:35.7  Что?
q0568  28:36.0-28:37.5  Пригласить их на вечеринку.
q0569  28:38.4-28:39.7  Ну вот, это другое дело.
q0570  28:40.4-28:40.7  Да.
q0571  28:41.3-28:42.4  И знаете что?
q0572  28:42.7-28:44.5  Раз у вас был трудный день,
q0573  28:45.3-28:46.3  берите Синди.
q0574  28:49.8-28:56.4  Итак, а где все?
q0575  28:57.5-29:00.3  Пусть познакомятся с моей новой девушкой.
q0576  29:00.7-29:02.8  Они наверняка захотят с ней познакомиться.
q0577  29:05.4-29:06.6  Меньшее, что я могу,
q0578  29:07.9-29:10.4  подарить велик бедному больному ребёнку.
q0579  29:11.2-29:11.9  Отжигаешь?
q0580  29:11.9-29:13.6  Да, ты отжигаешь.
q0581  29:14.1-29:15.7  А знаешь, если хочешь, забирай.
q0582  29:17.2-29:17.8  Спасибо.
q0583  29:19.8-29:21.8  Я хочу тебе кое-что дать.
q0584  29:25.1-29:26.7  Гусары молчать?
q0585  29:28.4-29:29.2  Привет.
q0586  29:29.9-29:32.3  Все познакомьтесь с моей новой девушкой.
q0587  29:32.7-29:34.0  И моей новой девушкой.
q0588  29:34.8-29:35.5  Где Дуайт?
q0589  29:35.9-29:37.7  Это красавчик или большой ребёнок?
q0590  29:38.1-29:39.1  Большой ребёнок.
q0591  29:39.7-29:41.2  Ого, мне так жаль.
q0592  29:41.2-29:43.5  Я и не знал, что вечеринка такая убогая.
q0593  29:43.9-29:46.3  В комнате отдыха ещё одна вечеринка.
q0594  29:46.7-29:48.2  О, в комнате отдыха. Пошли.
q0595  29:48.8-29:49.9  Пошли, слава богу.
q0596  29:50.0-29:50.5  Извините.
q0597  29:50.5-29:51.8  Идём в комнату отдыха.
q0598  29:51.9-29:53.6  Эй, куда вы это забираете?
q0599  29:54.2-29:55.3  Я думала, можно взять.
q0600  29:55.7-29:56.2  Нет, нельзя.
q0601  29:56.7-29:59.1  Я не прихожу к вам домой и не краду рюкзак с Хеллоу Китти.
q0602  30:00.0-30:00.6  Замолчи.
q0603  30:00.9-30:01.3  Идём.
q0604  30:01.6-30:02.1  Вечеринка.
q0605  30:02.5-30:04.1  Эй, это Анжела.
q0606  30:05.5-30:06.0  Эй.
q0607  30:07.0-30:08.3  Мы сейчас пойдём.
q0608  30:09.0-30:10.7  Я хочу, чтобы ты знала,
q0609  30:10.7-30:16.1  что я рад за тебя.
q0610  30:16.1-30:20.4  Я ничего не желаю.
q0611  30:21.3-30:25.7  Я считаю, что есть два особых вида людей.
q0612  30:26.6-30:30.5  Те, у кого есть дома, и те, у кого есть квартиры.
q0613  30:33.1-30:36.6  Так что, вопрос к тебе.
q0614  30:37.5-30:38.5  Ты согласна?
q0615  30:39.9-30:41.0  Согласна с чем?
q0616  30:41.8-30:43.0  Согласна с чем?
q0617  30:46.1-30:49.4  Ого, хорошо, что ты такая милашка.
q0618  30:50.2-30:51.1  О чём вы говорите?
q0619  30:51.5-30:52.7  О чём ты говоришь?
q0620  30:54.1-30:58.2  Я хочу напомнить о твоём бардаке, когда ты ушла.
q0621  30:59.4-31:04.8  И отрицать нечестно, что я крест несу из-за тебя.
q0622  31:08.7-31:13.2  Ты, ты, ты, ты, ты, ты, ты должна знать.
q0623  31:13.2-31:16.4  Отлично, молодец, Кеф
q0624  31:16.4-31:17.4  Молодец, да
q0625  31:29.9-31:30.2  Нет
q0626  31:30.2-31:32.3  Это было ужасно
q0627  31:32.3-31:33.8  Я ничего не слышал
q0628  31:33.8-31:38.5  Путший день в моей жизни
q0629  31:46.5-31:47.1  Дуайт
q0630  31:47.1-31:49.5  Ты выиграл в лотерею.
q0631  31:50.0-31:51.4  Ух ты, да!
q0632  31:52.2-31:52.8  Да!
q0633  31:53.4-31:54.3  Открой, открой.
q0634  31:57.6-31:58.5  Нравится?
q0635  31:58.8-31:59.4  Браци!
q0636  32:00.5-32:02.1  Можно тебя на секунду?
q0637  32:02.3-32:02.5  Да.
q0638  32:03.2-32:05.9  Комитет по планированию вечеринок отслужил своё.
q0639  32:06.8-32:08.6  Мы распустим его во имя Рождества.
q0640  32:10.9-32:13.0  Во имя Рождества Щелкунчика.
q0641  32:17.1-32:20.8  Анжела, мы слышали, что твои кексы очень вкусные,
q0642  32:21.5-32:25.3  и надеялись, что ты не против объединить две вечеринки.
q0643  32:26.2-32:26.9  Я не уверена.
q0644  32:29.9-32:32.5  А в вашем караоке есть рождественские песни?
q0645  32:33.8-32:35.7  Да, но у нас нет шнура.
q0646  32:37.6-32:39.1  Я его где-то видела.
q0647  32:45.7-32:46.5  Это он?
q0648  32:47.1-32:48.8  Да, спасибо.
q0649  32:51.0-32:53.0  Мы пойдём всем скажем.
q0650  32:53.5-32:53.8  Ладно.
q0651  32:55.0-32:55.4  Ладно.
q0652  32:57.9-33:01.8  Если хочешь любви, мы займёмся.
q0653  33:03.0-33:06.8  Будем плавать в море покрывал.
q0654  33:07.9-33:11.8  Все свои большие планы отмени.
q0655  33:11.8-33:15.8  Ведь мы будем заняты надолго.
q0656  33:17.1-33:19.9  Твое тело – страна чудес.
q0657  33:22.0-33:25.0  Твое тело – страна чудес.
q0658  33:25.5-33:26.1  Твои руки.
q0659  33:27.6-33:30.0  Твое тело – страна чудес.
q0660  33:30.4-33:31.9  Я исследую его руками.
q0661  33:34.8-33:38.0  Твои волосы так падают на лицо.
q0662  33:38.9-33:41.0  Пусть мы соглашаемся и боимся,
q0663  33:41.8-33:43.4  к добру или к худу.
q0664  33:43.4-33:45.4  Мы с тобой.
q0665  33:47.1-33:49.6  Мы с тобой на веки, Райан.
q0666  33:51.8-33:54.3  Когда ты понимаешь, то понимаешь.
q0667  33:55.5-33:55.8  Верно?
q0668  33:56.7-33:57.2  Верно.
q0669  33:57.3-33:57.9  Зацените.
q0670  33:58.5-33:59.3  Которая?
q0671  33:59.3-34:00.0  Мою малышку.
q0672  34:00.3-34:01.0  Сексупильную.
q0673  34:01.3-34:01.9  Это которая?
q0674  34:05.2-34:07.3  Это одна из двух.
q0675  34:08.8-34:09.9  Вы не знаете?
q0676  34:10.2-34:11.4  Нет, это надо знать.
q0677  34:12.2-34:13.4  Да, но мне сложно.
q0678  34:13.4-34:15.7  Они носят одинаковую форму.
q0679  34:17.1-34:19.9  А я пьян, и...
q0680  34:19.9-34:23.0  Вы же знаете, как похожи эти официантки.
q0681  34:26.1-34:28.1  Честно, не понимаю, что за проблема.
q0682  34:29.2-34:30.3  Стиви Вандер женат.
q0683  34:30.8-34:35.2  И вы хотите сказать, что Стиви Вандер не любит свою жену,
q0684  34:35.6-34:37.8  потому что не знает, как она выглядит?
q0685  34:38.2-34:38.9  Эй!
q0686  34:39.7-34:41.1  Где моя девочка?
q0687  34:43.5-34:45.2  Она в холодильнике?
q0688  34:45.9-34:47.2  Где она прячется?
q0689  34:48.3-34:50.0  Я не знаю, где она.
q0690  34:52.0-34:53.3  Я ведь пьян.
q0691  34:54.0-34:55.1  Я не могу её найти.
q0692  34:56.9-34:58.6  Ты знаешь, где я.
q0693  34:58.6-34:59.1  Да.
q0694  34:59.7-35:00.4  Привет.
q0695  35:01.3-35:03.0  Давно тебя не обнимал.
q0696  35:05.3-35:06.9  Это хорошо.
q0697  35:07.5-35:08.1  Пойдём.
q0698  35:08.8-35:09.4  Вечеринка.
q0699  35:09.7-35:12.0  Кружит карусель любви.
q0700  35:15.2-35:18.5  И я могу сойти с неё со временем.
q0701  35:20.9-35:23.0  Но мне так хорошо.
q0702  35:23.6-35:25.6  Мои ноги не касаются земли.
q0703  35:30.6-35:34.5  И все знают, что я пьяный от любви.
q0704  35:35.2-35:37.2  Обезьянка, это опоссум. Слышишь меня?
q0705  35:37.8-35:40.1  Слышу, опоссум. Что у тебя за двадцать?
q0706  35:41.7-35:42.9  Быть не может.
q0707  35:42.9-35:45.2  Какой это был ужасный, ужасный фильм.
q0708  35:45.6-35:47.2  Теперь мы запомним его навеки.
q0709  35:47.5-35:47.9  Спасибо.
q0710  35:48.2-35:48.5  Спасибо.
q0711  35:54.7-35:55.4  Эй.
q0712  35:55.9-35:56.5  Привет.
q0713  35:56.9-35:58.0  Как ты?
q0714  35:59.0-36:01.3  Вечеринка отстойная, так что мы пойдём.
q0715  36:02.4-36:03.7  Нет, нет, нет, нет, нет.
q0716  36:04.4-36:05.2  Останьтесь.
q0717  36:05.5-36:06.9  Мы ведь веселимся и...
q0718  36:07.6-36:08.2  Круто.
q0719  36:08.5-36:09.3  Куда вы пойдёте?
q0720  36:10.2-36:11.3  Просто пойдём.
q0721  36:12.9-36:16.4  А знаешь, я... Послушай, ты мне нравишься.
q0722  36:17.4-36:18.5  Очень нравишься.
q0723  36:19.0-36:24.1  Настолько, что я бы хотел, чтобы ты поехала со мной в Сэндалс на Ямайку.
q0724  36:27.2-36:29.3  Нет, у меня школа.
q0725  36:38.0-36:38.7  Помочь?
q0726  36:39.5-36:39.8  Ладно.
q0727  36:40.6-36:41.3  С Рождеством!
q0728  36:41.9-36:42.6  С Рождеством!
q0729  36:42.9-36:46.4  О, леди!
q0730  36:47.4-36:50.4  Как я тебя только увидел!
q0731  36:52.4-36:54.7  Как ты стоишь одна!
q0732  36:59.5-37:04.3  Ты дала мне любовь моих грез.
q0733  37:07.3-37:10.6  Эта официантка была та самая?
q0734  37:10.8-37:12.6  Нет, не была.
q0735  37:12.9-37:14.3  Почему ты так уверен?
q0736  37:14.8-37:20.1  Ну, для начала я знаю вашу пару с самого начала отношений, а им примерно три часа.
q0737  37:20.7-37:22.6  Не смейся, ты надо мной смеёшься.
q0738  37:25.2-37:25.8  Простите.
q0739  37:31.6-37:33.6  Наверное, я плохо её знал.
q0740  37:36.7-37:38.3  Я пометил ей руку.
q0741  37:39.7-37:40.3  Что?
q0742  37:42.9-37:45.1  Поставил ей на руку метку.
q0743  37:49.4-37:51.5  Чтобы различать их обеих.
q0744  37:52.2-37:54.7  Я знаю, знаю.
q0745  37:56.4-37:59.3  Поверить не могу, что я отдал ей свой велик.
q0746  37:59.3-37:59.9  Да.
q0747  38:02.1-38:04.2  Почему мне так хреново?
q0748  38:06.9-38:08.2  У вас был рикошет?
q0749  38:10.7-38:11.7  Рикошет?
q0750  38:12.7-38:13.0  Да.
q0751  38:14.4-38:17.3  Поймите меня правильно, это здорово отвлекает.
q0752  38:18.6-38:23.8  Но когда всё кончено, вы сидите и думаете о той, кого правда любите,
q0753  38:24.8-38:26.1  которая разбила вам сердце.
q0754  38:31.2-38:32.7  Меня сорикошетило.
q0755  38:33.9-38:36.6  Кто-то подаёт, я принимаю мяч и очко.
q0756  38:37.2-38:38.3  Но очка не получилось.
q0757  38:38.3-38:41.3  Я не уверен, кто подавал, но...
q0758  38:42.9-38:43.8  Неважно.
q0759  38:44.2-38:46.0  Без разницы. До лампочки.
q0760  38:47.3-38:49.2  Или, как сказала бы моя бывшая,
q0761  38:49.4-38:53.3  «Дому арегато, мистер Скотто».
q0762  38:55.3-38:58.1  О, малышка!
q0763  39:03.5-39:05.8  Я тоже бедный мальчик.
q0764  39:08.3-39:12.6  У меня и подарка нет.
q0765  39:17.5-39:19.7  Что можно подарить королю?
q0766  39:21.4-39:22.3  Да.
q0767  39:23.0-39:25.1  Да, я хотел спросить,
q0768  39:25.8-39:29.7  не поедешь ли ты со мной на Ямайку?
q0769  39:29.9-39:32.7  Есть такой курорт, Сэндлс.
q0770  39:36.0-39:36.9  Правда?
q0771  39:38.3-39:43.6  Ладно. Хорошо. Обещаю, ты не разочаруешься.
q0772  39:44.6-39:45.3  Всё включено.
q0773  39:46.3-39:47.7  Мне сыграть для тебя?
q0774  39:52.1-39:53.3  Слишком рано.
q0775  39:54.2-39:55.6  Я играл на барабане для него.
q0776  40:00.3-40:02.6  Играл как можно лучше для него.
q0777  40:08.3-40:09.3  Пам-пам.
q0778  40:15.4-40:16.3  Пока, Пэм.
q0779  40:16.8-40:17.0  Пока.
q0780  40:19.8-40:20.7  Знаешь что?
q0781  40:21.8-40:25.4  Прости, забыл сказать, но я перехватил одну передачу.
q0782  40:25.8-40:32.5  Похоже, что Дуайт понадобится ЦРУ в их штабе в Лэнгли для тренировки и бесед за мороженым с другими агентами.
q0783  40:32.5-40:39.1  Надо купить ему билет на автобус, чтобы было проще доехать
q0784  40:39.1-40:41.2  О, это было бы здорово, попробуем
q0785  40:41.2-40:44.1  Он стоит 75 долларов
q0786  40:44.1-40:49.1  Может, ЦРУ пришлёт вертолёт?
q0787  41:02.5-41:06.8  Вы скомпрометированы. Прервать миссию. Уничтожить телефон.
q0788  41:08.0-41:09.0  Уничтожить телефон.
q0789  41:32.5-42:02.4  Продолжение следует...
