q0001  00:00.0-00:30.0  Девушки отдыхают
q0446  25:05.0-25:09.0  Говори мне слово пусечка. Ты меня им кастрируешь.
q0447  25:10.7-25:13.3  Какой, блядь, идиот станет слушать Гилфейла?
q0448  25:14.7-25:17.1  Так, Тара, слушай сюда.
q0449  25:17.7-25:22.0  Если ты скажешь мне в лицо, что ты серьёзно считаешь Генеша красивее меня,
q0450  25:22.4-25:25.1  тогда и только тогда я признаю поражение.
q0451  25:29.3-25:30.0  Что?
q0452  25:36.5-25:39.6  Тест от ката завершён.
q0453  25:40.3-25:40.6  Да.
q0454  25:41.3-25:42.2  Всё чисто.
q0455  25:42.4-25:43.2  Всё потестили.
q0456  25:44.0-25:45.3  Система опять стабильна.
q0457  25:45.6-25:46.4  Слава богу.
q0458  25:46.5-25:49.3  Сможем двигаться к следующему модулю и забыть о твоём существовании.
q0459  25:49.8-25:51.2  Сделаешь одолжение?
q0460  25:52.8-25:55.3  Не говори никому, что я напортачил.
q0461  25:55.5-25:58.1  Я не говорю, что тебя нанял, а ты не говоришь, что тут работал.
q0462  25:58.6-26:00.0  А, как с Банков Америка.
q0463  26:00.3-26:00.8  Дошло.
q0464  26:03.0-26:05.0  Надо маме позвонить, пусть за мной заедет.
q0465  26:05.4-26:05.8  Маме?
q0466  26:06.5-26:08.8  А, кстати, с вас ещё 20 тысяч долларов.
q0467  26:08.8-26:11.8  Вот... говнюк.
q0468  26:12.8-26:14.8  Обсуди это с Джаредом.
q0469  26:17.8-26:18.8  А где Джаред?
q0470  26:34.8-26:36.8  Прошу прощения, помогите!
q0471  26:38.8-26:41.5  Препятствие предалено. Продолжаю работу.
q0472  26:42.5-26:43.7  Пожалуйста, аккуратней.
q0473  26:53.3-26:55.0  Пожалуйста, аккуратней.
q0474  26:55.7-26:57.0  Пожалуйста, аккуратней.
q0475  27:08.8-27:16.5  Сейллинг
q0476  27:16.5-27:17.8  Тейкс меуэй
q0477  27:17.8-27:18.6  Тауэр
q0478  27:38.8-28:08.8  Продолжение следует...
q0479  28:08.8-28:38.8  Продолжение следует...
