q0001  00:00.0-00:30.0  Девушки отдыхают
q0437  24:05.9-24:06.4  Элих.
q0438  24:06.5-24:08.7  Может, я ошибался, когда метил в директора.
q0439  24:08.7-24:18.2  Может, ошибался, считая себя твоим Стивом Джобсом, но в одном я уверен, ты Стив Возник, и ни один Воз не пойдёт на такую встречу один.
q0440  24:18.8-24:20.0  Нет, вообще-то...
q0441  24:20.0-24:23.3  Если ты возьмёшь меня с собой, я обещаю молчать.
q0442  24:23.5-24:27.5  Просто думаю, что рядом с тобой должен быть тот, кто прикроет тебя с тыла.
q0443  24:29.2-24:32.1  Да, нет, я Эрлих, я хочу, чтобы ты пошёл со мной.
q0444  24:32.4-24:33.1  Так что, чего?
q0445  24:33.5-24:37.6  Да, и хочу, чтобы ты сам всё рассказал, потому что я с перепугу наблюю на Питера Грегори.
q0446  24:37.6-24:39.8  Ну, ладно. Ух ты.
q0447  24:40.3-24:42.5  Всё оказалось проще, чем я. Всё рассказать?
q0448  24:43.1-24:44.7  А, Эрлих, вы тоже здесь?
q0449  24:45.4-24:46.6  Ладно, заходите.
q0450  24:46.9-24:49.8  Я, пожалуй, останусь тут. У меня нелепый вид.
q0451  24:51.9-24:52.9  Да, да.
q0452  24:54.0-24:55.1  И что ты расскажешь?
q0453  24:55.8-24:56.9  Да хуй его знает.
q0454  24:56.9-25:09.1  Пользователи хотят получать доступ к своим файлам со всех устройств мгновенно
q0455  25:09.1-25:11.9  Вот почему облачные технологии — это священная игра
q0456  25:11.9-25:18.5  Сейчас рулит Dropbox, но когда доходит до аудио- и видеофайлов, его впору переименовывать в Dristbox
q0457  25:18.5-25:29.5  А наш алгоритм, пеки-дуточник, даст им возможность сделать доступ к файлам на самом деле мгновенным.
q0458  25:30.6-25:33.7  Дудка наша, а они под неё пляшут.
q0459  25:34.4-25:36.5  Вот видение Ричарда Хендрикса.
q0460  25:46.5-25:47.5  Конечно.
q0461  25:48.5-25:50.4  Звучит хорошо.
q0462  25:51.5-25:55.7  А, я получил имейл от Рона Лафломе.
q0463  25:56.2-26:02.2  Якобы этот джентльмен будет третьим членом Совета Директоров.
q0464  26:04.5-26:05.4  Эээ...
q0465  26:05.4-26:06.4  Да.
q0466  26:07.7-26:10.6  Да, Эрлих очень мне помог.
q0467  26:10.6-26:11.9  Он очень одаренный.
q0468  26:12.2-26:13.7  Он мне нужен в качестве партнера.
q0469  26:16.1-26:16.9  Хорошо.
q0470  26:18.5-26:27.2  Хорошо, можете уходить.
q0471  26:27.5-26:28.5  Ладно, хорошо.
q0472  26:33.7-26:36.0  Стойте, это вы с Гевеном Белсоном?
q0473  26:37.2-26:38.0  Да.
q0474  26:39.2-26:40.7  Это старый снимок.
q0475  26:41.6-26:42.6  Вы с ним дружили?
q0476  26:42.6-26:44.3  Я так думал.
q0477  26:45.6-26:47.1  До свидания.
q0478  26:48.5-26:52.0  Как прошло?
q0479  26:52.3-26:53.7  Это было великолепно.
q0480  26:53.9-26:56.4  Всё как в моей голове, только чётко и ясно.
q0481  26:56.4-26:58.1  Ты и правда всё на ходу придумал?
q0482  26:58.3-26:58.6  Да.
q0483  26:59.6-27:01.4  Надо записать, пока не забыли.
q0484  27:01.6-27:04.0  Да, и слушай, скажу честно,
q0485  27:04.7-27:07.0  не могу выразить, как много это значит для меня.
q0486  27:07.1-27:09.5  Я поступил как козёл, а ты меня спас.
q0487  27:09.7-27:10.5  Вы поладили.
q0488  27:10.7-27:12.1  А что оставалось, Ричард?
q0489  27:12.2-27:13.3  Ты мой возник.
q0490  27:14.5-27:16.4  И я всегда буду...
q0491  27:18.5-27:20.5  Да ебаный...
q0492  28:18.5-28:48.5  Продолжение следует...
