q0001  00:00.0-00:30.0  Девушки отдыхают
q0453  20:59.6-21:00.7  Конечно, берегу.
q0454  21:12.3-21:14.9  Я, похоже, тебя недостаточно ценил.
q0455  21:15.5-21:16.3  Так что спасибо.
q0456  21:18.2-21:20.1  Ты что, ты плачешь?
q0457  21:20.9-21:21.5  Ты плачешь?
q0458  21:22.9-21:23.9  Не надо.
q0459  21:25.1-21:26.3  Не плачь.
q0460  21:29.4-21:30.2  О, чёрт.
q0461  21:30.2-21:32.3  Мне надо работать.
q0462  21:32.7-21:33.8  Мне надо собраться.
q0463  21:33.9-21:35.1  Нам всем пора идти.
q0464  21:35.2-21:36.8  Значит так, это я беру на себя.
q0465  21:37.0-21:40.2  Но когда мы всех тут поимеем, Ричард, ты всех угощаешь.
q0466  21:40.4-21:40.6  Да.
q0467  21:42.9-21:43.4  Ой.
q0468  21:44.3-21:44.9  Нет.
q0469  21:46.0-21:47.3  Я с конференцией.
q0470  21:47.4-21:50.4  Тут есть скидка, исключения.
q0471  21:51.4-21:52.6  Нет, ну ладно.
q0472  21:53.6-21:54.5  И снова здравствуйте.
q0473  21:55.5-21:56.1  А, привет.
q0474  21:57.0-21:59.5  Очень мило, что вы так волновались за Дэна.
q0475  22:00.2-22:01.8  Ему пришлось пройти сквозь ад.
q0476  22:02.4-22:04.4  Ну, это меньшее, что я мог.
q0477  22:05.2-22:07.4  А откуда вы говорите «знаете Мэддалин»?
q0478  22:08.0-22:10.5  О, долгая история.
q0479  22:10.9-22:11.1  Да?
q0480  22:13.2-22:15.7  Предупреждаю, я любопытная.
q0481  22:18.5-22:20.5  А знаете что? Не закрывайте счёт.
q0482  22:23.9-22:26.2  Вам кто-нибудь бывал очень дорог?
q0483  22:30.2-22:33.6  Ну что, вы готовы?
q0484  22:34.2-22:37.8  Готовы к крупнейшей битве техно-стартапов?
q0485  22:38.5-22:40.0  Давайте хором!
q0486  22:40.3-22:41.8  Дизрап!
q0487  22:42.7-22:44.9  Дизрап! Классно!
q0488  22:45.9-22:49.8  Привет. Меня зовут Саид Джабрани.
q0489  22:50.3-22:52.0  Я глава имени Дебаг.
q0490  22:52.5-22:57.9  И мы совершили революцию в баг-репорте для мобильных платформ.
q0491  22:57.9-23:02.6  Хэппин — революция в агрегации мобильных новостей на основе геопозиционирования.
q0492  23:03.1-23:08.0  Мы делаем мир лучше с помощью протоколов Paxos для задач консенсуса.
q0493  23:08.1-23:13.0  И мы делаем мир лучше с помощью программных центров данных для компьютерных вычислений.
q0494  23:13.3-23:17.2  Мир лучше с помощью канонических моделей данных для связи конечных точек.
q0495  23:17.5-23:22.3  Мир лучше с помощью масштабируемых, устойчивых к сбоям распределённых баз данных.
q0496  23:22.3-23:25.6  И мы истинно локальные, мобильные и социальные.
q0497  23:25.6-23:27.9  И мы полностью со-мо-ло.
q0498  23:28.0-23:29.4  И мы моло-со.
q0499  23:29.6-23:31.0  Мы ло-мо-со-бро.
q0500  23:31.3-23:34.6  Мы были соло-мо, но сейчас мы моло-со.
q0501  23:35.3-23:37.0  Нет, мо-со-ло.
q0502  23:37.4-23:37.7  Нет.
q0503  23:40.3-23:41.8  Может мне водички выпить?
q0504  23:42.2-23:43.6  Да, попей. Держи.
q0505  23:44.8-23:46.1  Значит, всё хорошо?
q0506  23:46.7-23:48.4  Всё прекрасно. Я его добил.
q0507  23:48.7-23:50.7  Рейтинг Вайсмана 2.89.
q0508  23:51.2-23:52.7  Почти теоретический максимум.
q0509  23:52.7-23:54.8  Да, конечные модули и бастион.
q0510  23:54.8-23:57.6  Даже на мобильнике. Пусть штурмуют как угодно.
q0511  23:57.8-24:01.7  Отлично. Ну, удачи. Пойду занимать место.
q0512  24:02.4-24:03.8  Кроме 3D-видео.
q0513  24:05.0-24:05.3  Что?
q0514  24:05.8-24:10.6  Да, 3D-видео может глючит. Пусть Эрлиф не говорит про него от греха подальше.
q0515  24:10.9-24:12.2  А где, кстати, Эрлиф?
q0516  24:13.6-24:14.9  Он утром был не с вами?
q0517  24:15.6-24:20.6  Вместо обогрева помещения, челогрелка — это микроволновая технология,
q0518  24:20.6-24:23.3  нагревает поверхность человеческой кожи,
q0519  24:23.9-24:26.6  экономя миллионы на потерях тепла,
q0520  24:27.0-24:28.8  и сохраняя природные ресурсы,
q0521  24:28.9-24:31.4  и таким образом делая мир лучше.
q0522  24:32.0-24:32.7  Судьи.
q0523  24:35.3-24:41.5  Итак, значит, вы хотите греть людей микроволнами, так?
q0524  24:42.2-24:43.3  Я всё правильно понял?
q0525  24:43.4-24:44.8  Это же опасно.
q0526  24:45.0-24:48.7  Отличный вопрос, и поверьте, это полностью безопасно.
q0527  24:49.3-24:51.3  Я работаю над этим 15 лет.
q0528  24:51.6-24:54.3  Я вам не верю. Это опасно.
q0529  24:54.5-24:57.9  Но даже если вы правы, клиенты вам не поверят.
q0530  24:58.9-24:59.5  Спасибо.
q0531  25:01.0-25:04.1  Думаю, когда люди увидят экономию в своих счетах
q0532  25:04.1-25:06.6  и почувствуют заботу об окружающей среде,
q0533  25:06.9-25:07.7  они мне поверят.
q0534  25:07.8-25:09.5  В микроволны? Вы что, шутите?
q0535  25:10.4-25:12.6  Блин, это жесткач.
q0536  25:13.0-25:15.4  Ну всё, зажигайте свечи.
q0537  25:15.4-25:17.3  Ты где, чёрт возьми, шлялся?
q0538  25:17.3-25:21.0  Я совершенствовался. Помните, я трахнул бывшую жену Мелчера?
q0539  25:21.2-25:22.4  Я трахнул и новую.
q0540  25:22.5-25:22.8  Что?
q0541  25:23.2-25:24.9  Не волнуйтесь, он не узнает.
q0542  25:25.2-25:30.1  Я сбежал задолго до его прихода, а вернулся только утром, через 20 минут после того, как он ушёл.
q0543  25:30.2-25:31.4  Так ты ещё и вернулся?
q0544  25:31.5-25:32.8  Сколько раз ты её трахнул?
q0545  25:33.1-25:34.1  Бывшую или новую?
q0546  25:34.5-25:34.9  Новую.
q0547  25:35.2-25:36.4  Вечером или утром?
q0548  25:36.6-25:39.2  Эрлих, о чём ты думал? Сегодня важный день.
q0549  25:39.5-25:41.5  Расслабься, он не узнает, она же ему не расскажет.
q0550  25:41.5-25:42.5  Откуда, блядь, ты знаешь?
q0551  25:42.5-25:47.1  Она же не сумасшедшая. Я спросил у неё напрямую, и она поклялась мне?
q0552  25:47.1-25:48.4  что она не сумасшедшая.
q0553  25:48.8-25:50.1  Пегги и дудочник, ваш выход.
q0554  25:50.5-25:51.0  Поехали.
q0555  25:51.4-25:54.4  Микроволны проникают только в эпидермис.
q0556  25:54.8-25:56.0  Я вам не верю.
q0557  25:56.1-25:57.4  Это опасно.
q0558  25:57.6-25:58.2  Спасибо.
q0559  25:59.3-26:02.7  Я тестировал на них всю зиму, и они живы.
q0560  26:03.4-26:05.1  Давайте я продемонстрирую.
q0561  26:05.5-26:05.8  Нет, нет.
q0562  26:05.9-26:06.7  Пожалуйста, не надо.
q0563  26:08.6-26:12.2  Никто никогда такое не купит.
q0564  26:12.8-26:13.3  Никогда.
q0565  26:13.3-26:15.3  Это была Челогрелка.
q0566  26:15.3-26:22.1  Далее исполнительный председатель и вице-президент Эрлих Бахман представит бегого дудочника.
q0567  26:35.9-26:43.5  С начала времен человечество искало пути миниатюризации, но отныне...
q0568  26:45.3-26:48.0  Ах ты сукин зыр!
q0569  26:48.2-26:50.4  Господи Иисусе, сохраняйте спокойствие!
q0570  26:50.8-26:53.1  Оставайтесь на веснах, все под контролем!
q0571  26:53.7-26:54.1  Свет!
q0572  26:55.5-26:57.0  Кажись, он узнал.
q0573  27:03.7-27:05.8  Перевел Василий Мерзляков.
q0574  27:06.2-27:09.2  Роли озвучивали Руслан Габидуллин и Ольга Кравцова.
q0575  27:15.3-27:45.3  Продолжение следует...
q0576  27:45.3-28:15.3  Продолжение следует...
